Herb_ChineseName	Botanical source	Botanical authority	Standardized botanical name source	Material category	Botanical/source note	P(痰热壅肺证)	label_痰热壅肺证	入选层级	高分候选	is_shared_other_syndrome	命中关键词	性味	归经	功能	主治	P(风热犯肺证)	P(痰湿阻肺证)	label_风热犯肺证	label_痰湿阻肺证	Retention rationale
桔梗	Platycodon grandiflorus	(Jacq.) A.DC.	Zhongyao Da Baike	plant-derived medicine	Medicinal part: dried root; collected in autumn; peeling optional	0.9452225565910339	1	A_原始标签核心药	0	1	祛痰、宣肺、痰、咳	苦、辛，平	归肺经	宣肺，利咽，祛痰，排脓	用于咳嗽痰多，胸闷不畅，咽痛音哑，肺痈吐脓	0.9148608446121216	0.8480585217475891	1	1	Original label-positive core herb
黄连	Coptis chinensis	Franch	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Multi-basal species; Medicinal part: dried rhizome; ChP 2020 Vol.1, Page 300	0.9451102614402771	1	A_原始标签核心药	0	1	清热	苦，寒	归心、脾、胃、肝、胆、大肠经	清热燥湿，泻火解毒	用于湿热痞满，呕吐吞酸，泻痢，黄疸，高热神昏，心火亢盛，心烦不寐，心悸不宁，血热吐衄，目赤，牙痛，消渴，痈肿疔疮；外治湿疹，湿疮，耳道流脓。酒黄连善清上焦火热，用于目赤，口疮。姜黄连清胃和胃止呕，用于寒热互结，湿热中阻，痞满呕吐。萸黄连舒肝和胃止呕，用于肝胃不和，呕吐吞酸	0.871062159538269	0.8321632146835327	1	0	Original label-positive core herb
地龙	Pheretima aspergillum		Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	animal-derived medicine	Animal-derived medicine; Medicinal part: dried body; ChP 2020 Vol.1, Page 110	0.9407349824905396	1	A_原始标签核心药	0	1	清热、平喘、喘、咳、肺热	咸，寒	归肝、脾、膀胱经	清热定惊，通络，平喘，利尿	用于高热神昏，惊痫抽搐，关节痹痛，肢体麻木，半身不遂，肺热喘咳，水肿尿少	0.888464093208313	0.8155658841133118	1	1	Original label-positive core herb
赤芍	Paeonia lactiflora	Pall	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Multi-basal species; Medicinal part: dried root; ChP 2020 Vol.1, Page 82	0.9358688592910767	1	A_原始标签核心药	0	1	清热	苦，微寒	归肝经	清热凉血，散瘀止痛	用于热入营血，温毒发斑，吐血衄血，目赤肿痛，肝郁胁痛，经闭痛经，癥瘕腹痛，跌扑损伤，痈肿疮疡	0.9455287456512451	0.6453273296356201	1	1	Original label-positive core herb
蝉蜕	Cryptotympana pustulata	Fabricius	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	animal-derived medicine	Animal-derived medicine; Medicinal part: nymph exuviae; ChP 2020 Vol.1, Page 70	0.9351887106895447	1	A_原始标签核心药	0	1	NA; original label-positive core herb	甘，寒	归肺、肝经	疏散风热，利咽，透疹，明目退翳，解痉	用于风热感冒，咽痛音哑，麻疹不透，风疹瘙痒，目赤翳障，惊风抽搐，破伤风	0.9628035426139832	0.6684721112251282	1	0	Original label-positive core herb
板蓝根	Isatis indigotica	Fort	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Medicinal part: dried root; ChP 2020 Vol.1, Page 40	0.9337867498397827	1	A_原始标签核心药	0	1	清热	苦，寒	归心、胃经	清热解毒，凉血利咽	用于温疫时毒，发热咽痛，温毒发斑，痄腮，烂喉丹痧，大头瘟疫，丹毒，痈肿	0.9710357785224915	0.6320326924324036	1	0	Original label-positive core herb
蜜款冬花	Tussilago farfara	L.	Zhongyao Da Baike	processed plant-derived medicine	Medicinal part: honey-processed flower bud; collected in winter	0.9334162473678589	1	A_原始标签核心药	0	1	化痰、止咳、润肺、下气、痰、喘、咳	辛，甘，微温	归肺经	润肺下气，止咳化痰	用于新久咳嗽，喘咳痰多，劳嗽咳血	0.9529382586479187	0.6747721433639526	1	0	Original label-positive core herb
桑叶	Morus alba	L.	Chinese Pharmacopoeia 2020 Edition (Volume I)	plant-derived medicine	Source: Zhongyao Da Baike (URL: https://www.zhongyibaike.com/wiki/%E6%A1%91%E5%8F%B6)	0.9309661984443665	1	A_原始标签核心药	0	1	清肺、咳、肺热	甘、苦，寒	归肺、肝经	疏散风热，清肺润燥，清肝明目	用于风热感冒，肺热燥咳，头晕头痛，目赤昏花	0.9671865105628967	0.6279109716415405	1	1	Original label-positive core herb
薄荷	Mentha haplocalyx	Briq	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Medicinal part: dried aerial part; ChP 2020 Vol.1, Page 58	0.928695559501648	1	A_原始标签核心药	0	1	NA; original label-positive core herb	辛，凉	归肺、肝经	疏散风热，清利头目，利咽，透疹，疏肝行气	用于风热感冒，风温初起，头痛，目赤，喉痹，口疮，风疹，麻疹，胸胁胀闷	0.966661810874939	0.6214984059333801	1	0	Original label-positive core herb
连翘	Forsythia suspensa		Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Medicinal part: dried fruit; ChP 2020 Vol.1, Page 330	0.9270332455635071	1	A_原始标签核心药	0	1	清热	苦，微寒	归肺、心、小肠经	清热解毒，消肿散结，疏散风热	用于痈疽，瘰疬，乳痈，丹毒，风热感冒，温病初起，温热入营，高热烦渴，神昏发斑，热淋涩痛	0.9784119725227356	0.6546379327774048	1	1	Original label-positive core herb
瓜蒌皮	Trichosanthes kirilowii	Maxim	Zhongyao Da Baike	plant-derived medicine	Medicinal part: dried pericarp; separated from Trichosanthis Fructus	0.9244429469108582	1	A_原始标签核心药	0	1	清热、化痰、痰、咳、痰热	甘，寒	归肺、胃经	清热化痰，利气宽胸	用于痰热咳嗽，胸闷胁痛	0.8837293386459351	0.7392793893814087	1	0	Original label-positive core herb
僵蚕	Bombyx mori	L.	Zhongyao Da Baike	animal-derived medicine (fungal-infected)	Medicinal part: dried fungal-infected larva; collected in spring/autumn	0.922125518321991	1	A_原始标签核心药	0	1	化痰、痰	咸、辛，平	归肝、肺、胃经	息风止痉，祛风止痛，化痰散结	用于肝风夹痰，惊痫抽搐，小儿急惊风，破伤风，中风口㖞，风热头痛，目赤咽痛，风疹瘙痒，发颐痄腮	0.9695648550987244	0.6101493835449219	1	1	Original label-positive core herb
生地黄	Rehmannia glutinosa	(Gaertn.) DC.	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Processed herbal piece derived from 地黄; Medicinal part: tuberous root; raw material for Shudihuang; ChP 2020 Vol.1, Page 109	0.9204636812210083	1	A_原始标签核心药	0	1	清热	甘，苦，微寒	归心，肝，肾经	滋阴清热，凉血补血	主热病烦渴，内热消渴，骨蒸劳热，温病发斑，血热所致的吐血，崩漏，尿血，便血，血虚萎黄，眩晕心悸，血少经闭	0.5082982182502747	0.6184712648391724	1	1	Original label-positive core herb
菊花	Chrysanthemum morifolium	Ramat.	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Medicinal part: dried capitulum; ChP 2020 Vol.1, Page 310	0.9199822545051575	1	A_原始标签核心药	0	1	清热	甘、苦，微寒	归肺、肝经	散风清热，平肝明目，清热解毒	用于风热感冒，头痛眩晕，目赤肿痛，眼目昏花，疮痈肿毒	0.9711730480194092	0.5609679818153381	1	0	Original label-positive core herb
熟地黄	Rehmannia glutinosa	(Gaertn.) DC.	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Processed herbal piece derived from 地黄; Medicinal part: tuberous root; raw material for Shudihuang; ChP 2020 Vol.1, Page 109	0.9192402958869934	1	A_原始标签核心药	0	1	NA; original label-positive core herb	甘，微温	归肝、肾经	补血滋阴，益精填髓	用于血虚萎黄，心悸怔忡，月经不调，崩漏下血，肝肾阴虚，腰膝酸软，骨蒸潮热，盗汗遗精，内热消渴，眩晕，耳鸣，须发早白	0.1657893657684326	0.9309751987457275	0	1	Original label-positive core herb
穿山龙	Dioscorea nipponica	Makino	Zhongyao Da Baike	plant-derived medicine	Medicinal part: dried rhizome; collected in spring/autumn	0.9191640019416809	1	A_原始标签核心药	0	0	痰、咳	平，苦	归肝、肺经	祛除风湿，活血通络，止痛消肿	用于风湿痹痛，肌肤麻木，关节屈伸不利，跌打损伤，淤血阻滞，热痰咳嗽	0.09110872447490692	0.03883098810911179	0	0	Original label-positive core herb
太子参	Pseudostellaria heterophylla	(Miq.) Pax ex Pax et Hoffm.	Chinese Pharmacopoeia 2020 Edition (Volume I)	plant-derived medicine	Source: Zhongyao Da Baike (URL: https://www.zhongyibaike.com/wiki/%E5%A4%AA%E5%AD%90%E5%8F%82)	0.9170578718185425	1	A_原始标签核心药	0	1	润肺、咳	甘、微苦，平	归脾、肺经	益气健脾，生津润肺	用于脾虚体倦，食欲不振，病后虚弱，气阴不足，自汗口渴，肺燥干咳	0.6902499198913574	0.8765053749084473	1	1	Original label-positive core herb
玄参	Scrophularia ningpoensis	Hemsl.	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Medicinal part: dried root; ChP 2020 Vol.1, Page 466	0.9135311245918274	1	A_原始标签核心药	0	1	清热	甘、苦、咸，微寒	归肺、胃、肾经	清热凉血，滋阴降火，解毒散结	用于热入营血，温毒发斑，热病伤阴，舌绛烦渴，津伤便秘，骨蒸劳嗽，目赤，咽痛，白喉，瘰疬，痈肿疮毒	0.9707621335983276	0.6498492956161499	1	0	Original label-positive core herb
枳壳	Citrus aurantium	L	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Medicinal part: dried unripe fruit; ChP 2020 Vol.1, Page 498	0.9125494360923767	1	A_原始标签核心药	0	1	痰	苦、辛、酸，微寒	归脾、胃经	理气宽中，行滞消胀	用于胸胁气滞，胀满疼痛，食积不化，痰饮内停，脏器下垂	0.8378092050552368	0.7962038516998291	1	1	Original label-positive core herb
冬瓜子	Benincasa hispida	(Thunb.) Cogn.	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Medicinal part: dried ripe seed; ChP 2020 Vol.1, Page 114	0.9109699726104736	1	A_原始标签核心药	0	0	化痰、清肺、痰、咳、痰热	味甘，性微寒	归肺，大肠经	清肺化痰，消痈排脓，利湿	主痰热咳嗽，肺痈，肠痈，白浊，带下，脚气，水肿，淋证	0.3196042776107788	0.1811365187168121	0	0	Original label-positive core herb
广藿香	Pogostemon cablin	(Blanco) Benth.	Zhongyao Da Baike	plant-derived medicine	Medicinal part: dried aerial part of Pogostemon cablin.	0.9041664004325867	1	A_原始标签核心药	0	0	NA; original label-positive core herb	辛，微温	归脾、胃、肺经	芳香化浊，和中止呕，发表解暑	用于湿浊中阻，脘痞呕吐，暑湿表证，湿温初起，发热倦怠，胸闷不舒，寒湿闭暑，腹痛吐泻，鼻渊头痛	0.07485443353652954	0.181156188249588	0	0	Original label-positive core herb
肉桂	Cinnamomum cassia	Presl	Chinese Pharmacopoeia 2020 Edition (Volume I)	plant-derived medicine	Source: Zhongyao Da Baike (URL: https://www.zhongyibaike.com/wiki/%E8%82%89%E6%A1%82)	0.8869078159332275	1	A_原始标签核心药	0	1	喘	辛、甘，大热	归肾、脾、心、肝经	补火助阳，引火归元，散寒止痛，温通经脉	用于阳痿宫冷，腰膝冷痛，肾虚作喘，虚阳上浮，眩晕目赤，心腹冷痛，虚寒吐泻，寒疝腹痛，痛经经闭	0.04348054528236389	0.8957523703575134	0	1	Original label-positive core herb
红景天	Rhodiola crenulata	(Hook. f. et Thoms.) H. Ohba	Zhongyao Da Baike	plant-derived medicine	Medicinal part: dried root/rhizome; collected in autumn	0.8842100501060486	1	A_原始标签核心药	0	0	平喘、喘	甘、苦，平	归肺、心经	益气活血，通脉平喘	用于气虚血瘀，胸痹心痛，中风偏瘫，倦怠气喘	0.153105229139328	0.1271944344043732	0	0	Original label-positive core herb
山楂	Crataegus pinnatifida	Bge.var.major N.E.Br	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Multi-basal species; Medicinal part: dried ripe fruit; ChP 2020 Vol.1, Page 40	0.8840308785438538	1	A_原始标签核心药	0	1	NA; original label-positive core herb	酸、甘，微温	归脾、胃、肝经	消食健胃，行气散瘀，化浊降脂	用于肉食积滞，胃脘胀满，泻痢腹痛，瘀血经闭，产后瘀阻，心腹刺痛，胸痹心痛，疝气疼痛，高脂血症。焦山楂消食导滞作用增强，用于肉食积滞，泻痢不爽	0.08264429122209549	0.8831644654273987	0	1	Original label-positive core herb
生姜	Zingiber officinale	Rosc.	Chinese Pharmacopoeia 2020 Edition (Volume I)	plant-derived medicine	Source: Zhongyao Da Baike (URL: https://www.zhongyibaike.com/wiki/%E7%94%9F%E5%A7%9C)	0.8824662566184998	1	A_原始标签核心药	0	1	化痰、止咳、痰、咳	辛，微温	归肺、脾、胃经	解表散寒，温中止呕，化痰止咳，解鱼蟹毒	用于风寒感冒，胃寒呕吐，寒痰咳嗽，鱼蟹中毒	0.8050016760826111	0.9022493958473206	1	1	Original label-positive core herb
沙参	Adenophora stricta; Adenophora tetraphylla	Miq.; (Thunb.) Fisch.	Chinese Pharmacopoeia 2020 Edition (Volume I)	plant-derived medicine	Medicinal part: dried root; Source: Zhongyao Da Baike, URL: https://www.zhongyibaike.com/wiki/%E6%B2%99%E5%8F%82	0.8798505663871765	1	A_原始标签核心药	0	1	祛痰、止咳、清肺、痰、咳、肺热	甘，微寒	归肺、胃经	养阴清肺，祛痰止咳	治肺热燥咳，虚痨久咳，阴伤咽干喉痛	0.8984560966491699	0.761555016040802	1	1	Original label-positive core herb
荆芥	Schizonepeta tenuifolia	(Benth.) Briq.	Chinese Pharmacopoeia 2020 Edition (Volume I)	plant-derived medicine	Source: Zhongyao Da Baike (URL: https://www.zhongyibaike.com/wiki/%E8%8D%86%E8%8A%A5)	0.8769614696502686	1	A_原始标签核心药	0	1	NA; original label-positive core herb	辛，微温	归肺、肝经	解表散风，透疹，消疮	用于感冒，头痛，麻疹，风疹，疮疡初起	0.9873278737068176	0.5971552729606628	1	1	Original label-positive core herb
蒲黄炭	Typha angustifolia; Typha latifolia; Typha orientalis	L.; L.; Presl	Chinese Pharmacopoeia 2020 Edition (Volume I)	plant-derived medicine	Source: Zhongyao Da Baike (URL: https://www.zhongyibaike.com/wiki/%E8%92%B2%E9%BB%84%E7%82%AD)	0.8529922366142273	1	A_原始标签核心药	0	0	NA; original label-positive core herb	甘，平	归肝、心包经	凉血止血，活血消瘀	生用治经闭腹痛，产后瘀阻作痛，跌扑血闷，疮疖肿毒；炒黑止吐血，衄血，崩漏，泻血，尿血，血痢，带下；外用治重舌，口疮，聤耳流脓，耳中出血，阴下湿痒	0.3066530525684357	0.04481090605258942	0	0	Original label-positive core herb
百部	Stemona sessilifolia		Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Multi-basal species; Medicinal part: dried tuberous root; ChP 2020 Vol.1, Page 32	0.8482688069343567	1	A_原始标签核心药	0	1	止咳、润肺、下气、咳	甘、苦，微温	归肺经	润肺下气止咳，杀虫灭虱	用于新久咳嗽，肺痨咳嗽，顿咳；外用于头虱，体虱，蛲虫病，阴痒。蜜百部润肺止咳，用于阴虚劳嗽	0.9598960280418396	0.7329407930374146	1	1	Original label-positive core herb
皂角刺	Gleditsia sinensis	Lam.	Chinese Pharmacopoeia 2020 Edition (Volume I)	plant-derived medicine	Source: Zhongyao Da Baike (URL: https://www.zhongyibaike.com/wiki/%E7%9A%82%E8%A7%92%E5%88%BA)	0.8454380631446838	1	A_原始标签核心药	0	1	NA; original label-positive core herb	辛，温	归肝、胃经	消肿托毒，排脓，杀虫	用于痈疽初起或脓成不溃；外治疥癣麻风	0.7424464225769043	0.1067190021276474	1	0	Original label-positive core herb
生晒参	Panax ginseng	C.A.Mey.	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Processed herbal piece derived from 人参; Medicinal part: dried root and rhizome; ChP 2020 Vol.1, Page 18	0.8145319819450378	1	A_原始标签核心药	0	1	喘、咳	甘，微苦，温	归脾、肺经	大补元气，固脱生津，安神	治劳伤虚损，食少，倦怠，反胃吐食，大便滑泄，虚咳喘促，自汗暴脱，惊悸，健忘，眩晕头痛，阳痿，尿频，消渴，妇女崩漏，小儿慢惊，及久虚不复，一切气血津液不足之证	0.1087770983576775	0.8503453135490417	0	1	Original label-positive core herb
淡豆豉	Glycine max	(L.) Merr.	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Fermented processed product; Medicinal base: soybean; ChP 2020 Vol.1, Page 105	0.8093189001083374	1	A_原始标签核心药	0	1	NA; original label-positive core herb	苦、辛，凉	归肺、胃经	解表，除烦，宣发郁热	用于感冒，寒热头痛，烦躁胸闷，虚烦不眠	0.8610919713973999	0.08431072533130646	1	0	Original label-positive core herb
红藤	Sargentodoxa cuneata		Zhongyao Da Baike	plant-derived medicine	Medicinal part: dried stem; collected in autumn/winter	0.8086897730827332	1	A_原始标签核心药	0	0	NA; original label-positive core herb	苦，平	归肝，大肠经	败毒消痈，活血通络，祛风杀虫	治急、慢性阑尾炎，风湿痹痛，赤痢，血淋，月经不调，疳积，虫痛，跌扑损伤	0.2180472165346146	0.05344834923744202	0	0	Original label-positive core herb
蜜紫菀	Aster tataricus	L.f.	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Processed herbal piece derived from 紫菀; Medicinal part: dried root and rhizome; ChP 2020 Vol.1, Page 508	0.804182231426239	1	A_原始标签核心药	0	1	止咳、下气、痰、喘、咳	苦，辛，温	归肺经	温肺，下气，消痰，止咳	治风寒咳嗽气喘，虚劳咳吐脓血，喉痹，小便不利	0.8403753042221069	0.9181644320487976	1	1	Original label-positive core herb
苍术	Atractylodes lancea	(Thunb.) DC.	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Multi-basal species; Medicinal part: dried rhizome; ChP 2020 Vol.1, Page 68	0.7951774001121521	1	A_原始标签核心药	0	1	NA; original label-positive core herb	辛、苦，温	归脾、胃、肝经	燥湿健脾，祛风散寒，明目	用于湿阻中焦，脘腹胀满，泄泻，水肿，脚气痿躄，风湿痹痛，风寒感冒，夜盲，眼目昏涩	0.5314357280731201	0.5940014719963074	0	1	Original label-positive core herb
芒硝	Sodium sulfate mineral	Natural mineral	Zhongyao Da Baike	mineral medicine	Medicinal part: purified sodium sulfate; used as laxative	0.7933959364891052	1	A_原始标签核心药	0	0	NA; original label-positive core herb	咸、苦，寒	归胃、大肠经	泻下通便，润燥软坚，清火消肿	用于实热积滞，腹满胀痛，大便燥结，肠痈肿痛；外治乳痈，痔疮肿痛	0.3389671742916107	0.07185491174459457	0	0	Original label-positive core herb
通草	Tetrapanax papyrifer	(Hook.) K. Koch	Chinese Pharmacopoeia 2020 Edition (Volume I)	plant-derived medicine	Source: Zhongyao Da Baike (URL: https://www.zhongyibaike.com/wiki/%E9%80%9A%E8%8D%89)	0.7908313274383545	1	A_原始标签核心药	0	0	清热	甘、淡，微寒	归肺、胃经	清热利尿，通气下乳	用于湿热淋证，水肿尿少，乳汁不下	0.2794023752212524	0.08570623397827148	0	0	Original label-positive core herb
牡丹皮	Paeonia suffruticosa	Andr.	Chinese Pharmacopoeia 2020 Edition (Volume I)	plant-derived medicine	Source: Zhongyao Da Baike (URL: https://www.zhongyibaike.com/wiki/%E7%89%A1%E4%B8%B9%E7%9A%AE)	0.7817410230636597	1	A_原始标签核心药	0	1	清热	苦、辛，微寒	归心、肝、肾经	清热凉血，活血化瘀	用于热入营血，温毒发斑，吐血衄血，夜热早凉，无汗骨蒸，经闭痛经，跌扑伤痛，痈肿疮毒	0.5135642886161804	0.1350728720426559	1	0	Original label-positive core herb
茵陈	Artemisia scoparia	Waldst. et Kit	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Multi-basal species; Medicinal part: dried seedling or aerial part; ChP 2020 Vol.1, Page 474	0.7789409756660461	1	A_原始标签核心药	0	0	NA; original label-positive core herb	苦、辛，微寒	归脾、胃、肝、胆经	清利湿热，利胆退黄	用于黄疸尿少，湿温暑湿，湿疮瘙痒	0.8067699074745178	0.1896684020757675	0	0	Original label-positive core herb
紫花地丁	Viola philippica	Cav.	Chinese Pharmacopoeia 2020 Edition (Volume I)	plant-derived medicine	Medicinal part: dried whole herb; Source: Zhongyao Da Baike, URL: https://www.zhongyibaike.com/wiki/%E7%B4%AB%E8%8A%B1%E5%9C%B0%E4%B8%81	0.7663820385932922	1	A_原始标签核心药	0	1	清热	苦、辛，寒	归心、肝经	清热解毒，凉血消肿	用于疔疮肿毒，痈疽发背，丹毒，毒蛇咬伤	0.6375861763954163	0.0578681118786335	1	0	Original label-positive core herb
地骨皮	Lycium chinense	Mill.	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Multi-basal species; Medicinal part: dried root bark; ChP 2020 Vol.1, Page 108	0.7518428564071655	1	A_原始标签核心药	0	0	清肺、咳、肺热	甘，寒	归肺、肝、肾经	凉血除蒸，清肺降火	用于阴虚潮热，骨蒸盗汗，肺热咳嗽，咯血，衄血，内热消渴	0.3422365188598633	0.1993485987186432	0	0	Original label-positive core herb
天竺黄	Bambusa textilis; Schizostachyum chinense	McClure; Rendle	Chinese Pharmacopoeia 2020 Edition (Volume I)	plant-derived medicine	Source: Zhongyao Da Baike (URL: https://www.zhongyibaike.com/wiki/%E5%A4%A9%E7%AB%BA%E9%BB%84)	0.7294890284538269	1	A_原始标签核心药	0	1	清热、豁痰、痰、痰热	甘，寒	归心、肝经	清热豁痰，凉心定惊	用于热病神昏，中风痰迷，小儿痰热惊痫、抽搐、夜啼	0.695725679397583	0.08443176746368408	1	0	Original label-positive core herb
石菖蒲	Acorus tatarinowii	Schott	Chinese Pharmacopoeia 2020 Edition (Volume I)	plant-derived medicine	Medicinal part: dried rhizome.	0.716220498085022	1	A_原始标签核心药	0	1	豁痰、痰	辛、苦，温	归心、胃经	开窍豁痰，醒神益智，化湿开胃	用于神昏癫痫，健忘失眠，耳鸣耳聋，脘痞不饥，噤口下痢	0.09647436439990997	0.8620473742485046	0	1	Original label-positive core herb
焦六神曲	Triticum aestivum; Glycine max	L.; (L.) Merr.	Zhongyao Da Baike	processed plant-derived medicine	Medicinal material: fermented medicinal product; not carbonized unless specifically prepared as Jiao Shen Qu.	0.7008104920387268	1	A_原始标签核心药	0	0	NA; original label-positive core herb	甘，辛，温	归脾，胃经	健脾和胃，消食调中	治饮食停滞，胸痞腹胀，呕吐泻痢，产后瘀血腹痛，小儿腹大坚积	0.2452908605337143	0.1368452310562134	0	0	Original label-positive core herb
神曲	Triticum aestivum; Glycine max	L.; (L.) Merr.	Zhongyao Da Baike	processed plant-derived medicine	Medicinal material: fermented medicinal product; not carbonized unless specifically prepared as Jiao Shen Qu.	0.7008104920387268	1	A_原始标签核心药	0	1	NA; original label-positive core herb	甘，辛，温	归脾、胃经	健脾和胃，消食调中	治饮食停滞，胸痞腹胀，呕吐泻痢，产后瘀血腹痛，小儿腹大坚积	0.2452908605337143	0.1368452310562134	0	1	Original label-positive core herb
银杏叶	Ginkgo biloba	L.	Chinese Pharmacopoeia 2020 Edition (Volume I)	plant-derived medicine	Medicinal part: dried leaf; Source: Zhongyao Da Baike, URL: https://www.zhongyibaike.com/wiki/%E9%93%B6%E6%9D%8F%E5%8F%B6	0.6971222758293152	1	A_原始标签核心药	0	0	痰、喘、咳	甘、苦、涩，平	归心，肺经	益心敛肺，化湿止泻	治胸闷心痛，心悸怔忡，痰喘咳嗽，泻痢，白带	0.1441651284694672	0.2723720371723175	0	0	Original label-positive core herb
水牛角	Bubalus bubalis	Linnaeus	Chinese Pharmacopoeia 2020 Edition (Volume I)	plant-derived medicine	Source: Zhongyao Da Baike (URL: https://www.zhongyibaike.com/wiki/%E6%B0%B4%E7%89%9B%E8%A7%92)	0.6915140151977539	1	A_原始标签核心药	0	0	清热	苦，寒	归心、肝经	清热凉血，解毒，定惊	用于温病高热，神昏谵语，发斑发疹，吐血衄血，惊风，癫狂	0.6040089130401611	0.05707507207989693	0	0	Original label-positive core herb
化橘红	Citrus grandis	Tomentosa	Zhongyao Da Baike	plant-derived medicine	Medicinal part: dried outer pericarp; main producing area: Huazhou, Guangdong	0.6859186291694641	1	A_原始标签核心药	0	1	化痰、燥湿化痰、痰、喘、咳	苦，辛，温	归脾，肺经	燥湿化痰，理气，消食	主风寒咳喘痰多，呕吐呃逆，食积不化，脘腹胀痛	0.1619900912046432	0.9162967801094055	0	1	Original label-positive core herb
合欢皮	Albizia julibrissin	Durazz	Zhongyao Da Baike	plant-derived medicine	Medicinal part: dried bark; collected in spring/summer	0.655296266078949	1	A_原始标签核心药	0	0	NA; original label-positive core herb	甘，平	归心、肝、肺经	解郁安神，活血消肿	用于心神不安，忧郁失眠，肺痈，疮肿，跌扑伤痛	0.2579370439052582	0.09522631019353867	0	0	Original label-positive core herb
瓜蒌子	Trichosanthes kirilowii	Maxim	Zhongyao Da Baike	plant-derived medicine	Medicinal part: dried ripe seed; often stir-fried to enhance efficacy	0.6420103907585144	1	A_原始标签核心药	0	1	化痰、润肺、痰、咳	甘，寒	归肺、胃、大肠经	润肺化痰，滑肠通便	用于燥咳痰黏，肠燥便秘	0.6867550015449524	0.1113990917801857	1	0	Original label-positive core herb
郁金	Curcuma longa	L.	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Multi-basal species; Medicinal part: dried tuberous root; ChP 2020 Vol.1, Page 484	0.6102198362350464	1	A_原始标签核心药	0	0	NA; original label-positive core herb	辛、苦，寒	归肝、心、肺经	活血止痛，行气解郁，清心凉血，利胆退黄	用于胸胁刺痛，胸痹心痛，经闭痛经，乳房胀痛，热病神昏，癫痫发狂，血热吐衄，黄疸尿赤	0.3648340106010437	0.270292192697525	0	0	Original label-positive core herb
一枝蒿	Phoebe neuranthoides	S.K.Lee & F.N.Wei	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	GBIF species ID: 176777672; taxonomic status: N/A	0.6030810475349426	1	A_原始标签核心药	0	0	NA; original label-positive core herb	苦、辛，温，有大毒	归肝经	消炎止痛，祛风除湿	用于跌打损伤，风湿骨痛，牙痛；外用治骨折，扭伤，疮疡肿毒	0.3110004961490631	0.3888089656829834	0	0	Original label-positive core herb
败酱草	Patrinia scabiosifolia	Fisch. ex Trevir.	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Multi-basal species; Medicinal part: dried whole herb; ChP 2020 Vol.1, Page 38	0.5975903868675232	1	A_原始标签核心药	0	0	清热	辛、苦，凉	归肝、胃、大肠经	清热解毒，排脓破瘀	治肠痈，下痢，赤白带下，产后瘀滞腹痛，目赤肿痛，痈肿疥癣	0.5268096327781677	0.08817403018474579	0	0	Original label-positive core herb
金荞麦	Fagopyrum dibotrys	(D. Don) Hara	Chinese Materia Medica (10th Edition)	plant-derived medicine	Medicinal part: dried rhizome.	0.5136321187019348	1	A_原始标签核心药	0	1	清热、喘、咳、肺热	微辛、涩，凉	归肺经	清热解毒，排脓祛瘀	用于肺痈吐脓，肺热喘咳，乳蛾肿痛	0.7025675177574158	0.1034087687730789	1	0	Original label-positive core herb
